persona_id,run_index,age,age_group,position,skill_level,coach_relationship,teammate_relationship,bullying,parent_support,current_mood,stress_level,overall_satisfaction,Q1_sat,Q1_imp,Q2_sat,Q2_imp,Q3_sat,Q3_imp,Q4_sat,Q4_imp,Q5_sat,Q5_imp,Q6_sat,Q6_imp,Q7_sat,Q7_imp,Q8_sat,Q8_imp,Q9_sat,Q9_imp,Q10_sat,Q10_imp,Q11_sat,Q11_imp,Q12_sat,Q12_imp,Q13_sat,Q13_imp,Q14_sat,Q14_imp,Q15_sat,Q15_imp,Q16_sat,Q16_imp,Q17_sat,Q17_imp,Q18_sat,Q18_imp,Q19_sat,Q19_imp,Q20_sat,Q20_imp,Q21_sat,Q21_imp,Q22_sat,Q22_imp,Q23_sat,Q23_imp,Q24_sat,Q24_imp,Q25_sat,Q25_imp,Q26_sat,Q26_imp,Q27_sat,Q27_imp,Q28_sat,Q28_imp,Q29_sat,Q29_imp,Q30_sat,Q30_imp,Q31_sat,Q31_imp,Q32_sat,Q32_imp,Q33_sat,Q33_imp,Q34_sat,Q34_imp,Q35_sat,Q35_imp,Q36_sat,Q36_imp,Q37_sat,Q37_imp,Q38_sat,Q38_imp,Q39_sat,Q39_imp,Q40_sat,Q40_imp,Q41_sat,Q41_imp,Q42_sat,Q42_imp,Q43_sat,Q43_imp,Q44_sat,Q44_imp,Q45_sat,Q45_imp,Q46_sat,Q46_imp,Q47_sat,Q47_imp,Q48_sat,Q48_imp,Q49_sat,Q49_imp,Q50_sat,Q50_imp,Q51_sat,Q51_imp,Q52_sat,Q52_imp,Q53_sat,Q53_imp,Q54_sat,Q54_imp,Q55_sat,Q55_imp,Q56_sat,Q56_imp,Q57_sat,Q57_imp,Q58_sat,Q58_imp,Q59_sat,Q59_imp,Q60_sat,Q60_imp,Q61_sat,Q61_imp,Q62_sat,Q62_imp,Q63_sat,Q63_imp,Q64_sat,Q64_imp,Q65_sat,Q65_imp,Q66_sat,Q66_imp,Q67_sat,Q67_imp
child_496,0,9,U8,forward,low,good,strong,none,medium,frustrated,67,64,7,8,8,9,6,7,6,8,5,9,8,9,7,8,3,9,3,8,8,9,7,9,6,8,7,8,7,8,8,9,7,8,7,9,6,8,6,7,8,9,8,9,8,9,7,8,5,7,8,9,8,9,6,8,6,8,6,8,5,8,6,9,7,9,7,8,6,9,6,8,7,8,5,8,5,8,4,7,3,9,4,8,4,9,5,7,6,8,5,8,7,6,7,7,7,8,7,8,5,7,6,8,6,6,7,7,6,6,5,6,4,5,4,5,7,8,5,5,4,4,5,6,7,8,4,5,5,6,7,8,6,8,6,8
child_497,0,7,U8,defender,high,good,average,mild,high,excited,46,94,8,9,7,8,6,7,7,8,9,10,6,6,8,9,9,10,9,10,8,9,8,8,9,9,8,9,7,8,8,9,7,8,8,9,8,8,7,7,8,9,8,9,7,8,6,7,6,7,7,8,8,9,6,7,7,8,7,8,7,8,8,9,8,9,9,9,8,8,8,9,7,8,7,7,7,7,6,6,9,10,8,9,9,10,7,8,8,9,8,9,6,7,8,9,7,7,7,7,5,6,6,7,6,6,7,7,6,6,6,6,5,5,5,5,7,7,6,6,5,5,5,5,7,8,5,5,6,6,6,6,7,7,7,7
child_498,0,10,U9,forward,low,good,average,none,low,excited,30,60,8,8,9,9,7,6,8,7,7,8,8,7,5,6,9,9,8,8,9,8,8,8,7,7,8,7,7,8,9,8,7,7,9,8,9,8,8,7,9,8,9,8,8,8,8,7,7,6,8,8,9,9,6,6,7,7,8,8,8,8,6,6,6,8,5,6,7,7,7,8,6,7,6,6,5,5,4,5,9,9,8,8,9,9,7,6,8,8,8,8,7,6,6,7,7,5,7,6,5,5,5,4,4,4,6,6,5,5,5,5,4,4,3,3,6,6,5,5,3,2,4,4,6,6,3,3,4,4,7,7,8,8,8,8
child_499,0,10,U8,goalkeeper,medium,neutral,strong,none,medium,frustrated,69,37,5,8,8,10,7,7,4,6,6,9,9,10,5,8,3,9,2,8,6,7,6,6,5,8,7,7,5,9,7,6,6,8,4,9,5,7,5,6,3,8,4,7,8,9,7,7,6,8,9,9,8,9,7,8,6,7,5,8,4,9,6,7,7,9,6,8,5,9,5,7,6,8,6,7,5,6,4,5,3,9,2,8,3,9,5,6,6,8,4,9,5,5,6,7,7,8,6,7,5,6,4,7,6,5,7,8,5,4,5,4,4,3,5,4,6,6,5,5,3,2,4,5,6,7,3,4,5,6,7,8,6,6,8,9
child_500,0,11,U14,forward,low,good,average,mild,high,frustrated,78,36,5,7,6,8,4,7,4,8,6,9,5,8,6,8,3,9,2,8,8,9,7,8,6,8,7,8,6,9,7,8,7,8,6,9,6,8,7,7,7,9,6,9,5,8,4,7,3,8,5,8,7,9,5,8,5,8,3,8,2,8,4,8,6,9,6,8,5,9,5,8,6,9,5,8,4,7,4,7,2,9,3,8,3,9,5,7,6,8,5,8,4,5,6,8,5,8,5,8,5,7,4,7,6,5,6,6,6,5,5,5,4,4,3,4,5,6,5,6,4,5,4,6,7,8,5,6,4,5,5,6,5,6,5,6
child_501,0,14,U14,forward,medium,good,average,none,low,excited,21,78,8,7,6,4,5,3,9,9,8,10,6,5,10,9,9,8,9,8,8,7,9,8,7,6,7,8,8,9,7,6,8,8,9,9,8,7,8,6,9,10,9,10,7,6,7,5,6,5,8,7,9,8,6,4,6,5,8,7,9,8,8,9,9,8,10,9,8,8,9,9,8,7,8,6,7,6,7,5,9,10,8,9,9,10,7,6,8,7,8,8,6,4,7,5,5,4,5,4,6,5,5,4,6,5,7,6,5,4,5,4,4,3,3,2,6,5,5,4,4,3,3,2,7,6,5,4,6,5,9,8,7,6,8,7
child_502,0,13,U12,defender,medium,good,strong,mild,low,excited,43,79,8,9,7,6,6,5,8,9,9,10,8,8,8,7,9,10,9,9,8,9,8,9,9,8,8,8,8,9,8,9,9,10,8,9,9,8,8,8,9,9,9,10,8,9,7,8,7,6,9,9,8,9,8,7,8,8,9,9,9,9,9,9,8,9,8,8,9,9,8,8,8,8,8,8,8,7,7,7,9,10,8,8,9,10,8,8,9,9,8,9,7,6,7,6,8,7,8,7,7,6,8,7,6,5,7,6,6,5,6,5,5,4,5,5,6,5,6,5,4,3,5,4,8,8,5,4,7,6,9,9,8,8,8,8
child_503,0,11,U13,forward,medium,good,strong,frequent,low,excited,48,43,9,8,8,9,7,7,8,8,8,9,9,8,6,5,10,10,9,9,9,9,8,9,9,8,8,8,8,9,9,8,10,10,8,8,7,6,8,8,10,10,10,10,9,9,8,8,8,7,9,9,9,9,7,6,9,8,9,8,9,8,8,9,9,9,6,5,8,9,8,8,7,6,8,9,8,8,7,6,10,10,9,9,10,10,8,8,9,9,9,9,7,6,8,7,6,5,5,4,5,4,5,4,5,4,6,5,5,4,5,4,4,3,4,3,6,5,5,4,4,3,6,5,9,8,4,3,5,4,7,6,9,8,9,8
child_504,0,14,U12,defender,high,good,average,mild,high,frustrated,74,53,5,7,6,8,4,6,6,7,7,9,5,5,8,9,4,8,3,7,8,9,7,8,6,7,7,8,7,9,5,6,6,7,4,8,7,8,6,6,5,8,4,8,5,7,4,6,3,5,5,7,6,8,5,6,4,5,4,6,3,5,5,7,6,8,8,9,6,8,6,7,5,8,6,7,5,6,4,5,3,9,4,8,3,9,6,7,4,8,5,7,3,5,5,6,4,6,3,5,4,5,3,5,5,5,6,7,5,6,4,5,3,4,4,5,5,6,4,5,3,4,4,5,6,7,4,5,5,6,4,6,5,7,5,6
child_505,0,14,U14,forward,high,good,strong,none,medium,excited,47,100,9,8,7,6,6,5,8,9,8,8,9,9,8,9,10,10,10,9,8,8,8,8,9,8,8,8,9,9,9,8,8,7,9,7,9,8,9,8,9,8,10,9,9,8,9,8,9,8,10,9,10,9,9,8,9,8,10,9,10,9,9,8,9,9,9,9,9,9,8,8,8,7,8,8,8,7,8,7,10,10,9,9,10,10,8,7,10,9,9,9,7,6,9,8,9,7,8,7,8,6,9,8,8,7,9,8,8,6,8,6,6,5,5,4,7,6,7,5,5,4,7,6,9,8,6,5,8,7,9,8,8,7,9,8
child_506,0,14,U14,forward,low,good,average,frequent,high,excited,31,71,10,10,10,10,9,8,8,9,8,9,10,10,7,8,9,9,8,8,9,9,8,9,9,9,9,8,8,8,8,9,9,8,9,9,8,8,9,8,9,9,9,9,7,8,6,8,7,8,8,9,9,9,9,9,8,9,9,9,10,10,8,8,8,9,7,8,8,9,8,8,9,9,8,8,7,7,7,7,10,10,9,8,9,9,8,8,9,9,8,8,7,7,8,8,9,9,10,10,8,8,9,9,8,7,9,9,8,7,8,7,7,6,6,5,9,8,7,6,5,4,6,5,10,10,5,4,7,6,10,10,9,9,9,9
child_507,0,13,U14,mixed,medium,good,average,mild,medium,happy,36,59,8,7,5,4,4,3,7,6,8,9,6,5,9,10,7,8,6,7,8,9,7,8,8,9,7,8,8,9,8,8,9,10,8,9,7,8,7,7,9,10,9,10,6,7,5,6,5,6,6,7,7,8,4,3,6,7,6,7,5,6,8,9,9,10,10,10,8,9,7,8,8,9,7,8,6,6,5,5,7,8,6,7,7,8,8,9,8,9,7,8,6,5,5,4,6,5,5,4,4,3,4,3,5,4,7,6,6,5,5,4,4,3,3,2,5,4,6,5,3,2,4,3,7,6,5,4,6,5,7,6,8,7,8,7
child_508,0,14,U11,forward,high,good,strong,mild,medium,excited,41,88,9,9,10,10,8,7,8,9,9,10,9,8,9,9,10,10,9,9,8,8,8,9,9,9,8,9,9,10,9,9,8,8,8,9,9,9,9,8,9,9,9,9,9,9,8,8,9,8,10,10,9,9,8,7,9,8,10,9,10,9,9,9,8,9,9,10,9,9,8,8,8,9,8,8,7,7,7,7,10,10,9,9,10,10,8,8,9,9,9,8,7,6,9,9,8,7,9,8,7,6,6,5,6,5,7,6,6,5,6,5,5,4,5,4,6,5,6,5,4,3,7,6,8,7,5,4,5,4,7,6,7,6,8,7
child_509,0,14,U14,defender,low,good,average,mild,high,happy,41,62,7,8,8,9,6,7,7,8,6,9,7,6,5,5,6,9,6,9,8,9,8,8,7,7,7,8,7,8,7,6,8,9,8,9,7,8,8,7,9,10,9,10,6,7,5,6,6,6,6,8,7,8,5,5,6,6,6,6,6,7,7,9,6,8,5,5,6,7,7,8,6,7,6,6,6,7,5,6,6,8,6,7,6,8,7,6,7,9,6,8,5,4,8,7,6,5,7,6,5,5,5,5,5,5,8,8,5,4,5,4,4,3,3,3,5,5,4,4,3,3,5,5,6,6,3,3,5,5,6,7,7,8,7,8
child_510,0,12,U12,goalkeeper,high,good,strong,none,high,neutral,44,89,8,9,9,9,7,7,7,8,8,9,9,9,6,8,7,8,7,8,8,9,8,8,8,8,7,8,7,9,8,8,7,8,8,8,7,8,8,8,8,9,9,9,9,9,8,8,8,7,9,9,9,9,8,9,8,8,8,8,9,9,8,9,8,9,7,8,8,9,8,9,7,8,8,8,7,7,6,7,8,9,7,8,8,9,7,8,8,8,8,8,6,5,9,9,9,9,9,8,8,7,7,6,7,5,9,9,6,5,6,5,5,4,6,5,8,7,7,6,5,4,6,5,8,8,4,3,7,6,8,9,9,9,9,9
child_511,0,13,U12,goalkeeper,low,bad,isolated,frequent,low,excited,39,0,8,9,4,10,3,8,6,7,7,10,2,6,7,9,9,8,9,7,2,10,1,8,1,9,3,8,2,9,1,10,3,8,2,9,1,7,1,7,1,9,1,10,3,10,4,9,2,7,2,8,5,7,2,6,3,8,4,8,5,7,8,10,9,10,7,9,7,8,8,9,8,8,7,8,9,8,8,7,9,10,8,8,9,9,8,8,8,9,9,10,6,5,3,6,5,6,4,5,2,6,2,5,3,4,3,5,5,4,4,4,3,3,2,2,3,4,2,2,2,3,4,5,6,6,3,3,4,5,2,6,5,6,5,7
child_512,0,12,U13,defender,medium,good,isolated,none,medium,neutral,46,45,7,8,8,9,5,8,6,7,6,8,4,6,6,7,5,7,4,6,8,9,7,8,6,7,6,7,7,8,7,8,8,9,8,9,6,7,7,8,9,10,9,10,4,6,5,7,5,6,4,6,5,7,4,5,5,7,4,5,4,5,6,8,7,8,6,7,6,7,6,8,7,8,7,8,6,7,5,6,5,8,4,7,5,8,5,7,6,8,6,8,5,6,6,7,4,5,4,5,3,4,3,4,4,5,6,7,5,6,5,6,3,4,2,3,4,5,4,5,3,4,5,6,6,7,4,5,4,5,5,6,6,7,6,7
child_513,0,12,U11,forward,high,neutral,average,mild,low,excited,43,57,8,8,9,9,6,6,7,7,9,10,6,5,8,9,9,10,8,9,6,7,6,7,7,8,7,8,6,8,7,7,6,7,7,8,6,7,6,7,6,8,7,8,7,8,6,7,7,7,8,8,8,8,5,5,7,8,8,9,8,9,8,8,7,8,8,9,7,8,8,8,7,8,6,7,6,6,5,5,9,10,7,8,9,10,8,8,8,9,7,8,6,5,8,7,5,5,6,6,4,4,5,6,6,5,7,6,6,5,6,5,5,4,4,4,6,7,5,6,4,4,5,5,7,7,5,5,6,6,7,8,5,5,6,7
child_514,0,13,U12,midfielder,high,neutral,isolated,none,medium,frustrated,63,37,5,6,4,8,3,7,8,9,7,10,3,5,6,8,3,9,2,8,6,7,5,8,4,7,5,8,5,9,4,7,6,8,4,9,4,8,5,6,3,10,3,10,3,8,4,7,3,6,4,7,6,9,2,5,3,6,2,5,2,5,7,9,7,9,5,8,6,8,8,9,5,7,6,7,5,7,5,6,2,10,2,9,3,9,4,7,5,6,5,7,4,5,5,6,3,4,3,4,2,5,2,5,3,4,5,6,5,4,5,4,2,3,2,3,3,5,2,3,2,3,3,4,4,6,2,3,3,4,3,5,4,5,5,6
child_515,0,13,U12,forward,low,good,strong,none,high,neutral,53,64,8,9,9,10,7,8,6,9,5,10,9,10,6,8,4,9,3,8,9,10,8,9,7,8,8,9,7,8,9,10,8,9,9,9,7,8,8,7,8,9,9,10,9,10,8,9,7,8,8,9,9,10,8,9,7,8,7,8,7,9,8,9,6,8,7,9,7,8,6,9,7,9,6,8,5,7,5,7,5,10,6,9,5,8,6,7,7,9,6,8,4,6,8,8,8,9,7,8,6,7,7,8,5,6,8,9,5,6,5,6,4,5,5,6,7,8,6,7,5,6,6,7,8,9,5,6,6,7,9,10,8,9,8,9
child_516,0,11,U12,goalkeeper,low,neutral,strong,mild,low,excited,35,38,9,8,8,7,6,6,7,7,8,9,8,6,10,9,9,8,7,7,6,7,6,7,5,6,5,6,6,8,7,6,6,8,5,8,6,7,5,6,5,7,5,6,8,7,7,7,7,7,9,8,8,8,6,6,8,8,9,8,8,7,7,8,8,8,10,9,8,8,7,7,9,8,8,7,6,5,5,5,9,9,8,7,8,8,7,7,8,8,7,7,5,4,6,5,7,6,7,6,6,5,5,4,5,4,6,5,5,4,5,4,4,3,4,3,6,5,5,4,3,2,5,5,8,7,4,3,6,5,8,7,5,6,7,6
child_517,0,11,U14,midfielder,medium,neutral,strong,none,low,excited,37,52,8,7,5,6,3,4,9,9,7,8,6,5,4,5,9,10,8,9,6,7,6,7,7,8,6,7,7,8,6,6,6,7,8,9,7,6,7,6,8,7,7,8,8,9,7,7,8,8,9,9,9,9,4,5,8,7,8,8,8,8,8,8,7,8,5,5,7,8,8,8,6,5,7,7,6,5,5,5,9,9,8,8,9,9,7,6,7,7,8,8,4,3,5,5,3,2,3,2,2,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,6,5,2,2,3,3,5,5,4,4,5,5
child_518,0,13,U14,mixed,medium,good,strong,frequent,medium,excited,33,65,8,9,5,6,4,5,7,8,9,10,7,6,8,9,9,10,9,10,9,9,8,8,8,8,8,8,8,9,9,9,7,8,9,8,8,8,7,7,9,9,9,9,8,9,7,8,7,7,8,9,8,9,6,5,8,9,9,9,9,9,8,8,9,9,8,8,8,9,7,7,9,8,8,8,7,6,6,5,9,10,8,8,9,10,7,7,9,9,8,8,6,5,7,6,5,5,6,5,4,4,4,3,5,4,6,5,5,4,5,4,4,3,3,2,5,5,4,3,3,2,5,6,7,7,4,3,6,5,5,5,6,5,7,6
child_519,0,11,U12,goalkeeper,low,neutral,strong,frequent,low,excited,56,37,8,9,5,6,4,5,6,7,7,8,7,8,9,10,9,9,8,7,6,7,5,7,6,6,7,8,6,8,6,7,7,8,6,7,6,7,5,6,6,8,7,8,9,8,6,7,8,7,8,9,8,9,5,6,7,7,9,8,9,8,7,8,7,9,9,10,6,8,6,7,9,10,5,7,6,7,6,7,8,9,8,7,8,8,7,7,9,8,8,9,6,5,5,4,5,5,6,5,5,5,5,5,4,3,5,4,6,5,5,4,4,3,3,2,5,6,5,4,3,2,5,5,7,6,5,4,5,5,6,6,5,5,6,5
child_520,0,13,U11,mixed,medium,good,average,none,high,excited,50,95,9,8,10,9,8,7,10,10,9,9,9,8,8,9,10,10,10,9,8,8,9,9,9,9,9,9,9,9,8,8,9,8,10,10,9,8,9,8,10,10,10,10,8,8,9,8,9,9,8,8,9,9,8,8,9,9,10,10,10,10,9,9,9,9,8,9,9,9,10,10,8,9,9,9,8,8,8,8,10,10,8,8,10,10,9,9,9,9,9,9,7,6,8,8,9,8,9,8,7,7,8,7,8,7,9,9,8,7,8,7,6,5,6,5,8,8,7,6,5,4,6,5,9,8,7,6,8,7,9,8,10,10,10,10
child_521,0,13,U12,goalkeeper,low,good,isolated,none,medium,excited,38,40,8,9,9,10,7,8,5,7,6,8,9,10,7,8,8,9,7,8,8,9,9,9,8,8,8,9,8,8,7,8,8,8,9,9,8,9,8,8,9,9,9,9,5,7,6,8,6,7,6,8,8,9,7,8,5,7,6,8,6,8,7,8,8,9,7,8,7,8,5,6,7,8,6,7,6,7,5,6,9,10,8,9,9,10,7,8,8,9,8,9,5,6,6,7,9,10,8,9,6,7,7,8,6,6,7,8,6,7,6,6,5,5,5,5,6,7,7,8,5,6,6,7,7,8,5,6,6,7,9,10,8,9,8,9
child_522,0,13,U11,mixed,medium,neutral,average,frequent,high,happy,50,35,7,8,8,9,5,6,6,7,7,8,6,7,8,9,7,9,5,6,6,7,6,8,6,7,7,8,7,8,5,6,6,7,6,7,5,6,5,6,6,7,6,7,6,7,5,6,5,6,6,7,7,8,5,6,6,7,6,7,5,6,7,8,8,9,8,9,7,8,7,8,6,7,6,7,6,7,5,6,6,7,5,6,6,7,6,7,7,8,7,8,5,6,6,7,5,6,5,6,5,6,5,6,5,6,6,7,5,6,5,6,4,5,4,5,6,7,5,6,4,5,5,6,7,8,4,5,5,6,6,7,5,6,5,6
child_523,0,11,U11,midfielder,medium,good,average,mild,high,neutral,63,52,8,9,5,6,4,5,7,8,6,7,5,4,9,9,6,8,5,7,8,9,7,8,6,7,7,8,7,8,6,7,8,8,9,9,6,7,7,7,8,9,9,9,5,6,4,5,4,5,6,7,8,9,5,5,5,6,5,6,6,6,7,8,6,9,9,9,7,8,8,9,6,7,7,8,5,6,5,6,6,8,5,6,6,7,6,7,5,6,6,8,7,5,8,9,5,5,5,5,5,5,4,5,5,5,7,8,6,5,6,5,4,5,3,4,5,6,4,5,3,4,4,5,6,6,3,4,5,6,4,5,5,5,5,5
child_524,0,14,U12,goalkeeper,low,good,strong,none,low,happy,51,55,7,8,8,9,6,7,5,9,7,10,6,5,9,10,6,8,5,9,9,10,8,9,7,8,8,9,8,9,9,7,9,10,9,10,8,8,8,9,9,10,9,10,9,10,8,8,8,8,9,9,9,10,6,5,8,8,7,7,6,6,8,10,7,9,9,10,7,8,6,8,8,9,7,8,6,7,5,6,6,9,7,8,6,9,6,8,7,8,7,8,6,6,5,7,4,4,4,4,3,3,3,2,2,2,5,5,4,4,3,3,2,2,1,1,3,3,2,2,1,1,4,5,6,7,3,4,5,6,5,5,6,7,6,7
child_525,0,11,U12,goalkeeper,low,neutral,average,none,low,happy,49,35,8,9,9,10,7,8,6,7,5,8,9,9,6,8,7,8,5,7,6,7,6,8,5,7,6,8,5,8,6,7,5,7,6,9,5,6,5,6,4,7,4,8,7,8,7,7,6,6,8,8,8,8,7,9,6,7,7,8,7,8,6,8,7,9,6,8,6,8,6,7,6,9,5,8,5,7,5,6,6,8,5,6,6,7,6,6,5,7,6,7,5,5,6,6,9,8,9,8,7,6,8,7,6,5,7,7,6,6,5,5,4,5,4,5,8,8,7,6,5,5,5,6,9,8,5,5,6,7,8,9,7,8,7,8
child_526,0,12,U12,mixed,medium,good,strong,none,high,excited,25,87,8,7,9,9,6,5,7,8,8,9,8,6,9,10,9,9,9,8,8,9,7,8,8,9,8,9,8,9,8,8,9,10,8,9,8,9,8,7,9,10,9,10,9,9,9,8,8,7,9,9,9,9,6,5,8,9,8,8,8,8,9,10,9,10,9,10,8,8,8,9,8,9,8,9,7,7,6,6,9,9,8,8,9,8,8,7,9,9,8,8,6,5,7,6,5,4,5,4,5,4,4,3,5,5,6,5,5,5,5,5,4,3,3,2,4,3,3,2,2,2,4,3,6,5,5,4,5,5,6,5,7,6,7,6
child_527,0,12,U12,midfielder,medium,good,isolated,none,low,happy,40,68,9,10,8,10,7,9,7,8,6,7,5,8,9,10,6,5,5,4,8,10,8,9,7,8,7,9,8,9,8,10,9,10,9,10,6,7,7,8,9,10,9,10,5,9,6,8,6,8,4,6,7,9,6,7,5,7,5,6,6,7,7,9,8,9,9,10,8,9,8,8,9,10,8,9,6,7,5,6,5,6,6,6,5,6,7,8,7,8,6,7,6,5,4,4,7,8,8,9,5,7,7,8,5,5,6,7,6,5,5,5,5,4,4,4,6,7,5,5,4,4,5,6,8,9,5,5,7,7,7,8,6,6,6,6
child_528,0,12,U12,mixed,high,good,isolated,none,high,neutral,61,71,8,9,7,10,5,8,6,8,8,10,4,6,7,9,7,10,6,9,8,10,7,9,9,10,8,9,8,10,8,10,7,9,7,8,8,9,7,8,8,10,9,10,4,8,6,7,5,8,6,8,8,9,5,6,6,8,5,7,6,8,8,10,7,9,8,9,7,8,7,9,6,8,6,7,7,9,6,7,7,10,6,9,7,10,7,9,8,10,7,9,6,5,8,9,5,6,5,6,5,7,4,6,5,6,8,9,7,6,6,5,4,5,3,4,4,5,5,6,4,5,5,6,5,6,4,5,4,6,6,8,8,9,8,9
child_529,0,11,U12,forward,medium,neutral,average,mild,low,frustrated,59,25,5,6,7,9,6,7,5,7,6,8,5,8,4,5,3,7,2,6,5,7,5,7,4,6,5,7,5,8,5,7,6,8,4,7,4,6,5,5,3,8,3,8,6,7,5,6,4,6,6,8,7,7,5,7,4,5,5,6,3,6,5,8,6,8,4,5,6,8,6,7,5,7,5,7,6,6,5,5,2,8,3,7,3,7,5,6,5,6,5,7,4,5,3,6,6,7,6,7,5,6,4,5,5,4,5,6,5,5,5,5,4,4,3,4,6,6,4,5,3,4,5,5,7,8,4,4,5,6,6,8,5,6,5,6
child_530,0,11,U14,defender,medium,neutral,average,none,high,excited,46,67,8,9,9,10,7,8,6,7,8,9,9,10,8,8,9,10,8,9,7,8,7,8,8,9,7,8,7,8,7,8,8,9,8,9,7,8,6,7,6,7,7,8,8,9,8,9,7,8,8,9,9,10,9,9,8,9,9,10,9,10,7,8,8,9,7,8,8,9,6,7,7,8,7,8,6,7,6,7,9,10,8,9,9,10,7,8,8,9,9,10,6,7,8,9,8,9,9,10,7,8,8,9,6,7,8,9,6,7,6,7,5,6,6,7,7,8,6,7,5,6,6,7,8,9,5,6,7,8,8,9,7,8,8,9
child_531,0,14,U12,defender,medium,good,average,mild,medium,anxious,54,45,5,6,4,5,3,4,8,9,7,9,4,5,6,8,6,10,5,9,8,9,7,8,6,7,6,8,7,9,5,7,8,9,7,8,6,8,7,8,8,9,8,9,5,6,4,5,4,6,5,7,6,8,3,4,5,6,4,5,4,5,6,8,7,9,6,8,5,7,8,9,6,7,5,6,5,7,5,6,6,9,5,8,5,8,5,7,6,8,5,7,4,5,3,4,3,4,2,3,2,4,2,3,2,3,3,4,3,4,2,3,2,3,1,2,2,3,2,3,1,2,3,4,4,5,2,3,1,2,2,3,3,4,4,5
child_532,0,12,U14,midfielder,medium,good,average,none,low,neutral,45,44,8,9,7,8,6,7,5,6,6,7,8,9,9,10,5,8,4,6,8,8,7,7,7,8,7,8,7,8,8,8,6,7,7,9,6,7,6,7,8,8,8,8,7,8,6,7,6,6,7,8,8,9,7,8,7,8,6,7,5,6,5,7,6,7,8,9,5,7,6,8,7,9,6,7,5,6,4,5,5,7,4,6,6,8,5,6,6,7,6,8,4,5,5,6,7,9,7,8,6,7,6,8,5,6,7,8,5,5,5,5,5,4,4,4,6,7,7,8,3,3,4,5,6,7,4,5,5,6,7,9,8,8,7,8
child_533,0,14,U11,mixed,low,neutral,strong,none,high,excited,32,86,9,10,10,10,8,7,7,8,6,9,9,10,7,8,9,8,8,7,7,7,7,8,8,8,7,7,8,9,7,8,8,7,8,9,8,8,6,6,9,8,9,8,9,9,8,8,9,8,9,9,9,9,8,8,9,9,9,8,9,9,8,8,7,8,8,9,8,8,8,8,7,9,6,7,6,7,6,7,9,10,8,8,9,9,7,6,8,9,8,8,7,6,9,7,9,9,9,9,8,7,8,8,7,6,8,7,7,6,7,6,5,4,6,5,8,9,7,6,4,3,6,5,9,9,5,4,8,8,10,10,7,6,9,8
child_534,0,12,U11,mixed,medium,neutral,strong,frequent,medium,happy,54,40,8,9,9,10,7,8,6,7,6,8,9,10,7,8,6,7,5,6,5,6,6,7,5,6,6,7,5,6,6,6,7,7,4,5,5,6,5,5,4,5,3,5,8,9,7,8,6,7,8,9,9,9,8,8,7,7,8,8,7,8,6,7,7,8,8,9,7,8,6,7,7,8,5,6,6,7,5,6,6,8,5,7,6,8,5,6,6,7,6,7,5,6,6,7,9,10,8,9,7,8,8,9,5,6,6,7,5,6,5,6,4,5,3,4,7,8,6,7,4,5,5,6,7,8,5,6,6,7,9,10,6,7,7,8
child_535,0,12,U14,mixed,high,good,strong,none,high,excited,43,96,10,9,8,7,7,6,6,8,9,8,10,9,6,5,9,9,8,8,9,10,8,9,9,9,9,8,8,9,9,10,8,9,9,10,9,8,9,8,10,10,10,10,9,10,9,8,8,7,10,9,10,9,7,6,8,8,10,9,10,9,8,8,8,8,6,5,7,7,8,9,7,8,7,7,6,7,5,6,10,9,9,8,10,9,8,7,9,8,9,8,7,5,8,7,7,6,8,7,6,5,7,6,5,4,8,7,7,5,6,5,4,3,4,3,7,6,5,4,3,3,6,5,8,8,5,4,7,6,8,8,9,9,9,9
child_536,0,11,U12,mixed,low,neutral,average,mild,medium,excited,34,68,9,8,8,9,7,6,9,8,7,8,9,9,6,5,9,9,8,8,7,8,7,8,7,8,8,8,7,8,8,8,6,7,8,9,7,8,7,7,8,9,8,9,8,8,7,7,7,7,8,8,8,8,9,9,8,8,9,9,9,9,8,8,7,8,6,5,7,8,9,9,7,8,7,8,6,6,5,5,9,9,7,7,8,8,7,7,8,8,8,8,7,6,8,7,9,8,9,8,8,7,8,7,6,6,7,7,6,6,5,5,6,5,5,4,8,7,6,5,4,4,7,6,8,8,5,4,7,6,9,9,8,8,9,9
child_537,0,14,U14,goalkeeper,medium,good,strong,none,medium,excited,22,80,9,8,10,10,8,7,7,9,9,10,10,10,8,9,10,10,9,9,8,8,9,9,8,8,9,9,9,9,9,9,8,8,9,9,8,8,9,8,10,10,10,10,9,9,9,8,9,9,10,10,10,10,10,10,9,9,10,10,10,10,9,8,8,9,8,9,9,8,7,8,8,8,7,7,8,8,7,7,10,10,9,9,10,10,8,8,9,9,10,10,8,7,9,8,9,8,10,9,9,8,10,9,8,7,9,8,7,6,7,6,6,5,6,5,9,8,8,7,5,4,6,5,10,10,6,5,9,8,10,10,8,8,9,9
